time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-17T21:00:25.910Z,-24.1917,-66.8477,178.56,4.6,mb,,40,1.736,0.9,us,us2000iuix,2019-02-23T20:21:10.040Z,"53km W of San Antonio de los Cobres, Argentina",earthquake,9.1,7.2,0.129,18,reviewed,us,us
2018-12-17T02:04:56.670Z,-21.6823,-69.124,105.78,4.2,mb,,83,0.157,0.83,us,us2000iuaf,2019-02-23T20:21:04.040Z,"89km NNW of Calama, Chile",earthquake,4.1,6,0.137,15,reviewed,us,us
2018-12-16T19:47:46.310Z,-35.1335,-71.1496,105,4.2,mb,,73,0.455,0.5,us,us2000iu6n,2019-02-16T22:29:11.040Z,"12km E of Molina, Chile",earthquake,6.9,8.4,0.372,2,reviewed,us,us
2018-12-16T16:27:22.890Z,-23.3871,-69.3348,83.49,4.8,mb,,106,0.217,0.66,us,us2000iu57,2019-02-16T22:29:11.040Z,"109km SSW of Calama, Chile",earthquake,5.7,4.3,0.081,47,reviewed,us,us
2018-12-16T00:04:13.980Z,-30.6627,-71.7883,28.94,4.4,mwr,,88,0.132,0.7,us,us2000ityn,2019-02-16T22:29:10.040Z,"56km W of Ovalle, Chile",earthquake,5.4,4.2,0.037,69,reviewed,us,us
2018-12-15T12:12:49.440Z,-19.9758,-70.9587,18.25,4.7,mb,,138,0.831,0.69,us,us2000itug,2019-02-16T22:29:09.040Z,"89km WNW of Iquique, Chile",earthquake,5.5,4.6,0.079,49,reviewed,us,us
2018-12-15T11:08:25.800Z,-17.6174,-69.7349,10,4.2,mb,,116,0.244,0.76,us,us2000itu3,2019-02-16T22:29:09.040Z,"35km ESE of Tarata, Peru",earthquake,6.5,1.9,0.175,9,reviewed,us,us
2018-12-15T10:18:19.060Z,-37.2549,-71.8914,136.79,4.1,mb,,91,0.77,0.58,us,us2000ittu,2019-02-16T22:29:09.040Z,"46km ENE of Los Angeles, Chile",earthquake,5.4,10,0.185,8,reviewed,us,us
2018-12-14T08:40:07.740Z,-18.4517,-71.44,33.34,4.3,mb,,193,1.045,0.8,us,us2000ivbw,2019-02-16T22:29:08.040Z,"90km S of Ilo, Peru",earthquake,8.3,8.8,0.187,8,reviewed,us,us
2018-12-14T04:48:50.940Z,-34.8743,-73.8303,10,4.3,mb,,202,1.566,0.79,us,us2000ith1,2019-02-16T22:29:08.040Z,"138km WNW of Constitucion, Chile",earthquake,7.4,2,0.201,7,reviewed,us,us
2018-12-13T23:01:39.240Z,-23.2172,-69.2423,93.93,4.1,mb,,55,0.21,0.91,us,us2000iv22,2019-02-16T22:29:07.040Z,"88km SSW of Calama, Chile",earthquake,5.1,8.5,0.157,11,reviewed,us,us
2018-12-13T04:51:30.720Z,-21.2193,-68.6841,124.3,4.2,mb,,88,0.77,0.98,us,us2000iv1g,2019-02-16T22:29:07.040Z,"140km N of Calama, Chile",earthquake,5,8,0.186,8,reviewed,us,us
2018-12-13T04:04:27.920Z,-27.6843,-69.0879,100.38,4.6,mwr,,38,1.021,0.97,us,us2000it4i,2019-02-16T22:29:06.040Z,"127km ESE of Copiapo, Chile",earthquake,6.2,5.4,0.053,34,reviewed,us,us
2018-12-12T13:13:34.040Z,-18.0289,-70.0071,129.53,4.3,mb,,163,0.465,0.73,us,us2000isw2,2019-02-16T22:29:06.040Z,"25km E of Tacna, Peru",earthquake,8.4,8.1,0.265,5,reviewed,us,us
2018-12-12T00:31:03.730Z,-50.6259,-74.1244,17.21,4.7,mb,,154,1.301,0.97,us,us2000ismi,2019-02-16T22:29:05.040Z,"134km WSW of El Calafate, Argentina",earthquake,9.1,4.3,0.088,39,reviewed,us,us
2018-12-11T23:25:12.780Z,-30.5644,-71.3725,54.71,4.3,mb,,85,0.251,0.79,us,us2000islv,2019-02-16T22:29:05.040Z,"16km WNW of Ovalle, Chile",earthquake,4.4,4.7,0.154,12,reviewed,us,us
2018-12-11T17:55:06.510Z,-34.9789,-71.1191,96.01,4.6,mwr,,47,0.334,0.72,us,us2000isjl,2019-02-16T22:29:05.040Z,"10km E of Curico, Chile",earthquake,4.6,4.3,0.045,47,reviewed,us,us
2018-12-11T12:13:49.450Z,-22.2913,-67.2948,218.01,4.5,mb,,121,1.048,0.76,us,us2000iuq0,2019-02-16T22:29:04.040Z,"117km NE of San Pedro de Atacama, Chile",earthquake,8.3,9.7,0.241,5,reviewed,us,us
2018-12-11T05:33:11.430Z,-21.0083,-70.0454,58.04,4.7,mb,,133,0.458,1.39,us,us2000isff,2019-02-16T22:29:04.040Z,"87km S of Iquique, Chile",earthquake,6.7,8.1,0.082,45,reviewed,us,us
2018-12-10T06:31:12.530Z,-22.1849,-68.6617,114.42,3.9,mwr,,42,0.662,0.87,us,us2000itlt,2019-02-16T22:29:02.040Z,"41km NE of Calama, Chile",earthquake,4.9,5.4,0.098,10,reviewed,us,us
2018-12-09T23:06:56.670Z,-21.7967,-68.3994,133.36,4.9,mb,,21,0.783,1.27,us,us1000i5gh,2019-02-16T19:52:35.040Z,"92km NE of Calama, Chile",earthquake,4.7,3,0.036,246,reviewed,us,us
2018-12-09T15:55:00.330Z,-24.7525,-70.5736,35.2,4,mb,,155,0.199,0.46,us,us1000i5ca,2019-02-16T19:52:34.040Z,"72km N of Taltal, Chile",earthquake,5.9,5.3,0.299,6,reviewed,us,us
2018-12-08T16:11:32.500Z,-33.3231,-70.3612,100.56,4.3,mb,,33,0.053,0.75,us,us1000i538,2019-02-16T19:52:32.040Z,"25km NE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake,5.9,5.8,0.161,11,reviewed,us,us
2018-12-08T08:09:56.480Z,-22.1126,-71.5827,16.59,4.2,mb,,162,1.346,1.08,us,us1000i4zt,2019-02-16T19:52:31.040Z,"142km W of Tocopilla, Chile",earthquake,3.1,5.4,0.159,11,reviewed,us,us
2018-12-08T07:57:05.540Z,-30.7611,-71.6815,38.62,4.2,mb,,115,0.095,1.04,us,us1000i4zr,2019-02-16T19:52:31.040Z,"49km WSW of Ovalle, Chile",earthquake,5.4,11.3,0.176,9,reviewed,us,us
2018-12-08T03:31:39.350Z,-24.0563,-66.7989,187.45,4.6,mb,,34,1.677,1.17,us,us1000i4xi,2019-02-16T19:52:31.040Z,"51km WNW of San Antonio de los Cobres, Argentina",earthquake,7.5,7.9,0.036,234,reviewed,us,us
2018-12-07T17:40:21.250Z,-24.2401,-66.9738,152.66,4.5,mb,,43,1.693,1.24,us,us2000itab,2019-02-16T19:52:30.040Z,"66km W of San Antonio de los Cobres, Argentina",earthquake,5.1,10.2,0.241,6,reviewed,us,us
2018-12-07T09:44:18.890Z,-29.008,-70.3583,92.49,4.8,mb,,52,0.186,0.78,us,us1000i425,2019-02-16T19:52:29.040Z,"62km SE of Vallenar, Chile",earthquake,4.1,4.8,0.045,150,reviewed,us,us
2018-12-07T05:12:11.360Z,-28.747,-67.8543,128.82,4.3,mb,,89,2.125,0.87,us,us1000i3ys,2019-02-16T19:52:28.040Z,"34km E of Vinchina, Argentina",earthquake,10,9.5,0.148,13,reviewed,us,us
2018-12-06T05:24:14.280Z,-30.725,-71.4179,32.22,4.8,mb,,50,0.193,0.83,us,us1000i3ak,2019-02-16T19:52:26.040Z,"25km SW of Ovalle, Chile",earthquake,3.4,4.7,0.07,62,reviewed,us,us
2018-12-05T17:12:13.700Z,-33.6578,-71.6324,34.75,5,mww,,59,0.015,1.14,us,us1000i2xc,2019-02-16T19:52:24.040Z,"7km S of San Antonio, Chile",earthquake,4.1,4.8,0.117,7,reviewed,us,us
2018-12-03T03:23:25.240Z,-33.9682,-72.411,10,4.1,mb,,79,0.732,0.68,us,us1000i48a,2019-02-16T19:52:15.040Z,"84km WSW of San Antonio, Chile",earthquake,1.9,1.9,0.198,7,reviewed,us,us
2018-12-03T02:34:12.030Z,-34.0268,-72.4073,14.45,4.4,mwr,,125,0.756,0.91,us,us1000i0wr,2019-02-16T19:52:15.040Z,"87km SW of San Antonio, Chile",earthquake,4,3.7,0.038,66,reviewed,us,us
2018-12-02T11:04:18.030Z,-30.6485,-71.8774,24.25,4.5,mb,,125,0.21,0.89,us,us1000i0eu,2019-02-09T19:02:20.040Z,"65km W of Ovalle, Chile",earthquake,5.1,7.4,0.204,7,reviewed,us,us
2018-12-01T23:59:21.080Z,-33.9443,-72.379,18.67,4.7,mwr,,78,0.698,0.73,us,us1000i02z,2019-02-09T19:02:19.040Z,"80km WSW of San Antonio, Chile",earthquake,4.1,1.1,0.098,10,reviewed,us,us
2018-12-01T23:55:24.630Z,-33.9216,-72.401,10,5.5,mww,,47,0.706,0.8,us,us1000i02j,2019-02-16T23:50:50.292Z,"80km WSW of San Antonio, Chile",earthquake,3.2,1.5,0.052,35,reviewed,us,us
2018-12-01T13:19:33.180Z,-30.6535,-71.6624,48.67,4.2,mb,,170,0.031,1.12,us,us1000hzje,2019-02-09T19:02:17.040Z,"44km W of Ovalle, Chile",earthquake,5.8,12.2,0.199,7,reviewed,us,us
2018-12-01T11:30:50.070Z,-17.6607,-72.9686,10,4.2,mb,,146,2.597,1.2,us,us1000hzhi,2019-02-09T19:02:17.040Z,"118km SSW of Camana, Peru",earthquake,6.5,1.9,0.177,9,reviewed,us,us
2018-11-29T21:02:23.280Z,-22.2818,-67.3718,179.78,4.4,mb,,71,1,1.25,us,us1000hy2h,2019-02-09T19:02:11.040Z,"111km NE of San Pedro de Atacama, Chile",earthquake,6.9,9.3,0.127,18,reviewed,us,us
2018-11-28T18:32:36.630Z,-33.6782,-72.2543,10,4.5,mb,,173,0.534,0.63,us,us1000hxjc,2019-02-09T19:02:11.040Z,"59km W of San Antonio, Chile",earthquake,4.9,1.7,0.163,11,reviewed,us,us
2018-11-27T22:53:09.830Z,-22.5145,-70.5905,26.54,4.2,mwr,,187,0.446,0.86,us,us1000hx8g,2019-02-09T19:02:10.040Z,"61km SW of Tocopilla, Chile",earthquake,6,6.3,0.057,30,reviewed,us,us
2018-11-27T20:58:09.610Z,-24.0832,-67.1086,264.58,4.3,mb,,76,1.494,0.91,us,us1000hx72,2019-02-09T19:02:10.040Z,"81km W of San Antonio de los Cobres, Argentina",earthquake,10.4,17.6,0.375,3,reviewed,us,us
2018-11-27T17:22:43.620Z,-19.4184,-69.1604,106.24,4.5,mb,,84,0.25,1.45,us,us1000hx2l,2019-02-09T19:02:10.040Z,"135km NE of Iquique, Chile",earthquake,5.9,5.1,0.086,40,reviewed,us,us
2018-11-26T14:12:24.370Z,-39.8546,-71.417,159.81,4.6,mb,,64,0.273,0.52,us,us1000hwn6,2019-02-09T19:02:10.040Z,"31km WNW of Junin de los Andes, Argentina",earthquake,6.4,5.5,0.109,25,reviewed,us,us
2018-11-25T20:31:00.030Z,-22.5406,-68.5076,135.31,4.4,mb,,58,0.509,1.15,us,us1000hwfw,2019-02-02T20:02:30.040Z,"44km E of Calama, Chile",earthquake,8.2,5.8,0.24,5,reviewed,us,us
2018-11-23T18:28:12.700Z,-24.0638,-66.8131,177.3,4.6,mb,,39,1.672,1.03,us,us1000hvx5,2019-02-02T20:02:29.040Z,"53km WNW of San Antonio de los Cobres, Argentina",earthquake,5.1,5.9,0.046,147,reviewed,us,us
2018-11-23T05:31:04.670Z,-22.2273,-68.7169,121.85,4.5,mb,,53,0.649,1.05,us,us1000hvlj,2019-02-02T20:02:29.040Z,"34km NE of Calama, Chile",earthquake,6.7,7,0.163,11,reviewed,us,us
2018-11-22T20:15:55.810Z,-31.9437,-69.6953,118.91,4.5,mb,,93,0.948,0.84,us,us1000hvje,2019-02-02T20:02:28.040Z,"73km SSW of Calingasta, Argentina",earthquake,6,7.2,0.127,20,reviewed,us,us
2018-11-22T04:36:08.490Z,-30.808,-71.7156,23.6,4.3,mb,,159,0.15,0.72,us,us1000hvb5,2019-02-02T20:02:28.040Z,"54km WSW of Ovalle, Chile",earthquake,6.7,5.3,0.189,8,reviewed,us,us
2018-11-22T02:22:31.130Z,-38.0734,-75.1699,10,4.5,mb,,195,1.567,0.44,us,us1000hva6,2019-02-02T20:02:28.040Z,"143km WSW of Lebu, Chile",earthquake,6,2,0.221,6,reviewed,us,us
2018-11-21T11:42:59.890Z,-31.5889,-71.5564,49.04,4.7,mwr,,80,0.914,0.91,us,us1000huwi,2019-02-02T20:02:27.040Z,"37km W of Illapel, Chile",earthquake,5.1,5.3,0.035,79,reviewed,us,us
2018-11-21T00:06:49.880Z,-28.8586,-67.3543,117.1,4.6,mb,,78,2.561,0.73,us,us1000hur2,2019-02-02T20:02:27.040Z,"36km NNE of Chilecito, Argentina",earthquake,8.4,5.9,0.082,45,reviewed,us,us
2018-11-20T03:13:16.000Z,-21.1077,-68.6891,143.93,4.1,mb,,47,0.748,1.07,us,us1000hu9a,2019-02-02T20:02:27.040Z,"152km N of Calama, Chile",earthquake,5.5,9.2,0.301,3,reviewed,us,us
2018-11-20T01:56:55.260Z,-29.8599,-71.3784,37.71,4.2,mb,,103,0.134,0.76,us,us1000hu91,2019-02-02T20:02:27.040Z,"10km NNW of Coquimbo, Chile",earthquake,5.4,12.2,0.216,6,reviewed,us,us
2018-11-17T14:47:25.220Z,-22.7239,-69.0567,121.5,4.3,mb,,54,0.476,1.12,us,us1000ht6v,2019-01-30T18:36:25.040Z,"31km SSW of Calama, Chile",earthquake,7.8,5.1,0.188,8,reviewed,us,us
2018-11-16T06:21:56.520Z,-24.1223,-67.0857,191.98,4.1,mb,,55,1.537,0.83,us,us1000hsk4,2019-01-30T18:36:25.040Z,"78km W of San Antonio de los Cobres, Argentina",earthquake,9.7,7.1,0.185,8,reviewed,us,us
2018-11-15T06:27:13.180Z,-18.3733,-69.7032,149.43,4.1,mb,,78,0.606,0.88,us,us1000hs1w,2019-01-30T18:36:24.040Z,"24km SW of Putre, Chile",earthquake,4.9,7.1,0.165,10,reviewed,us,us
2018-11-15T00:54:10.860Z,-24.0789,-67.1933,204.22,4.2,mb,,92,1.441,0.73,us,us1000hvh5,2019-01-30T18:36:27.040Z,"90km W of San Antonio de los Cobres, Argentina",earthquake,11.5,11.7,0.304,3,reviewed,us,us
2018-11-13T22:48:48.590Z,-21.8688,-67.3133,195.16,4.4,mb,,47,1.342,1.04,us,us1000huva,2019-01-30T18:36:27.040Z,"148km NE of San Pedro de Atacama, Chile",earthquake,9.9,10,0.19,8,reviewed,us,us
2018-11-13T06:17:52.590Z,-26.2435,-69.3262,114.11,4.1,mb,,59,1.102,1.08,us,us1000hr72,2019-01-30T18:36:23.040Z,"73km E of Diego de Almagro, Chile",earthquake,8.5,15.8,0.262,4,reviewed,us,us
2018-11-13T00:20:25.480Z,-21.2016,-68.6577,112.54,4.1,mwr,,51,0.79,0.86,us,us1000hr3b,2019-01-30T18:36:23.040Z,"142km NNE of Calama, Chile",earthquake,3.5,6.2,0.069,20,reviewed,us,us
2018-11-12T23:30:54.630Z,-22.2411,-67.5477,202.88,4.3,mb,,60,0.916,0.88,us,us1000hr2s,2019-01-30T18:36:23.040Z,"101km NE of San Pedro de Atacama, Chile",earthquake,8.1,12.1,0.239,5,reviewed,us,us
2018-11-12T22:41:15.220Z,-24.3539,-69.5126,110.87,4.3,mb,,107,0.808,1.2,us,us1000hr1b,2019-01-30T18:36:23.040Z,"119km SE of Antofagasta, Chile",earthquake,4.7,8.2,0.308,3,reviewed,us,us
2018-11-12T18:29:14.380Z,-21.083,-68.9502,113.09,4.5,mb,,53,0.503,0.74,us,us1000hqvz,2019-01-30T18:36:22.040Z,"153km N of Calama, Chile",earthquake,5.7,5.3,0.075,52,reviewed,us,us
2018-11-11T16:16:30.140Z,-31.3171,-68.6042,111.76,4.4,mb,,164,0.237,0.3,us,us1000hqlc,2019-01-21T16:42:53.040Z,"15km NNW of Albardon, Argentina",earthquake,6.1,5.3,0.378,2,reviewed,us,us
2018-11-10T07:53:37.150Z,-24.0921,-68.9684,96.16,4.7,mb,,75,0.993,1.16,us,us1000hq7j,2019-01-21T16:42:59.040Z,"151km SSW of San Pedro de Atacama, Chile",earthquake,6.5,7.1,0.08,47,reviewed,us,us
2018-11-09T18:54:10.170Z,-30.6285,-71.7108,25.76,5.2,mww,,114,0.079,0.8,us,us1000hpxh,2019-01-21T16:42:59.040Z,"49km W of Ovalle, Chile",earthquake,5.2,3.2,0.08,15,reviewed,us,us
2018-11-09T09:09:26.900Z,-30.7409,-68.9648,147.6,4.3,mb,,56,0.837,1.27,us,us1000hpmf,2019-01-21T16:42:53.040Z,"59km SSW of San Jose de Jachal, Argentina",earthquake,7.2,8.6,0.2,7,reviewed,us,us
2018-11-09T07:44:51.720Z,-22.7156,-67.7195,169.88,4.5,mb,,53,0.484,1.01,us,us1000hpl5,2019-01-21T16:42:53.040Z,"55km ENE of San Pedro de Atacama, Chile",earthquake,10.4,8.2,0.22,6,reviewed,us,us
2018-11-08T11:57:30.980Z,-18.5785,-70.6187,44.99,4,mb,,185,0.334,0.7,us,us1000hp8l,2019-01-21T16:42:55.040Z,"35km WSW of Arica, Chile",earthquake,8.8,16,0.258,4,reviewed,us,us
2018-11-08T08:16:13.370Z,-27.8401,-71.2091,21.79,4.6,mb,,141,0.382,0.66,us,us1000hp6b,2019-01-21T16:42:54.040Z,"92km NNW of Vallenar, Chile",earthquake,5.2,5.9,0.109,25,reviewed,us,us
2018-11-07T04:06:41.060Z,-21.2617,-68.9007,114.8,4.5,mb,,64,0.589,0.68,us,us2000i7tq,2019-01-21T16:42:59.040Z,"133km N of Calama, Chile",earthquake,6.2,6.6,0.118,21,reviewed,us,us
2018-11-06T20:14:16.070Z,-21.8243,-68.6126,126.01,4.5,mb,,32,0.585,0.88,us,us2000i7pa,2019-01-21T16:42:59.040Z,"78km NNE of Calama, Chile",earthquake,5.5,5.9,0.136,16,reviewed,us,us
2018-11-06T19:08:28.890Z,-29.7913,-71.7725,28.26,4.4,mb,,75,0.481,1.15,us,us2000i7n6,2019-01-21T16:42:54.040Z,"45km WNW of Coquimbo, Chile",earthquake,4.2,1.8,0.241,7,reviewed,us,us
2018-11-06T18:07:35.760Z,-31.2948,-72.5029,14.55,4.3,mwr,,95,0.968,0.76,us,us2000i7lt,2019-01-21T16:42:54.040Z,"132km WNW of Illapel, Chile",earthquake,5.7,4.4,0.038,65,reviewed,us,us
2018-11-06T08:31:01.050Z,-19.7194,-69.4141,86.57,4.7,mb,,59,0.213,0.77,us,us2000i7cy,2019-01-21T16:42:52.040Z,"93km NE of Iquique, Chile",earthquake,6.1,5.2,0.05,121,reviewed,us,us
2018-11-05T04:36:30.190Z,-17.3914,-69.3083,166.89,4.2,mb,,157,0.256,1.07,us,us1000hqx3,2019-01-21T16:42:56.040Z,"77km E of Tarata, Peru",earthquake,10,10.2,0.199,7,reviewed,us,us
2018-11-05T02:55:11.920Z,-20.1075,-70.9261,10,4.4,mb,,143,0.764,0.98,us,us2000i6v9,2019-01-21T16:42:55.040Z,"82km W of Iquique, Chile",earthquake,4.1,1.9,0.144,14,reviewed,us,us
2018-11-05T01:26:22.050Z,-22.3101,-67.4165,171.45,4.6,mb,,31,0.95,1.09,us,us2000i6un,2019-01-21T16:42:53.040Z,"106km NE of San Pedro de Atacama, Chile",earthquake,8,7.6,0.107,27,reviewed,us,us
2018-11-04T14:25:22.050Z,-24.1985,-67.3297,174.95,4.4,mb,,90,1.465,0.72,us,us2000i6r0,2019-01-21T14:29:46.040Z,"102km W of San Antonio de los Cobres, Argentina",earthquake,10.2,9.5,0.22,6,reviewed,us,us
2018-11-03T23:59:57.190Z,-34.2985,-70.7863,95.8,4,mb,,63,0.263,0.36,us,us2000i6ju,2019-01-21T14:29:46.040Z,"14km SSW of Rancagua, Chile",earthquake,3.1,5.5,0.232,5,reviewed,us,us
2018-11-03T14:24:33.950Z,-22.8607,-70.9683,10,4,mb,,197,0.92,1.11,us,us2000i6ej,2019-01-21T14:29:45.040Z,"104km NNW of Antofagasta, Chile",earthquake,4.4,1.9,0.26,4,reviewed,us,us
2018-11-03T13:15:33.070Z,-38.1854,-75.3459,10,4.5,mb,,163,1.646,1.32,us,us2000i6ed,2019-01-21T14:29:45.040Z,"161km WSW of Lebu, Chile",earthquake,8.2,2,0.312,3,reviewed,us,us
2018-11-03T09:47:29.880Z,-23.9599,-66.8285,246.85,4.5,mb,,66,1.595,0.42,us,us2000i6ct,2019-01-21T14:29:45.040Z,"59km WNW of San Antonio de los Cobres, Argentina",earthquake,6.3,8.7,0.205,7,reviewed,us,us
2018-11-02T21:11:02.100Z,-24.3439,-67.1158,174.63,4.4,mb,,44,1.694,1.32,us,us2000i660,2019-01-21T14:29:44.040Z,"82km W of San Antonio de los Cobres, Argentina",earthquake,4.2,7.5,0.077,49,reviewed,us,us
2018-11-02T20:37:12.350Z,-24.1209,-67.0847,203.67,4.4,mb,,47,1.536,1.13,us,us2000i65a,2019-01-21T14:29:44.040Z,"78km W of San Antonio de los Cobres, Argentina",earthquake,6.5,5.2,0.161,11,reviewed,us,us
2018-11-02T17:33:12.960Z,-25.1809,-69.5439,81.18,4.1,mb,,150,0.045,1.02,us,us2000i60b,2019-01-21T14:29:44.040Z,"97km ENE of Taltal, Chile",earthquake,7.7,12.8,0.521,1,reviewed,us,us
2018-11-02T14:06:53.880Z,-18.2241,-70.0731,101.65,4.2,mb,,145,0.294,0.77,us,us2000i5we,2019-01-21T14:29:44.040Z,"30km SE of Tacna, Peru",earthquake,9.1,8,0.167,10,reviewed,us,us
2018-11-02T10:57:44.120Z,-31.6462,-69.6082,119.94,4.4,mb,,56,0.794,1.2,us,us2000i5tf,2019-01-21T14:29:44.040Z,"39km SSW of Calingasta, Argentina",earthquake,6.7,5.1,0.112,23,reviewed,us,us
2018-11-02T08:20:23.530Z,-30.2185,-67.4637,32.27,4.7,mww,,43,1.688,1.06,us,us2000i5s6,2019-01-21T14:29:43.040Z,"46km N of San Agustin de Valle Fertil, Argentina",earthquake,6.9,5.2,0.117,7,reviewed,us,us
2018-11-02T02:58:47.090Z,-22.834,-70.9837,13.14,4.5,mwr,,173,0.918,1.14,us,us2000i5qd,2019-01-21T14:29:43.040Z,"108km NNW of Antofagasta, Chile",earthquake,4.4,4.7,0.045,48,reviewed,us,us
2018-11-02T02:38:49.120Z,-22.8468,-70.912,13.38,4.4,mwr,,175,0.87,1.25,us,us2000i5qa,2019-01-21T14:29:43.040Z,"103km NNW of Antofagasta, Chile",earthquake,2.8,5,0.045,47,reviewed,us,us
2018-11-02T01:45:02.510Z,-22.8047,-70.922,13.43,4.5,mwr,,146,0.854,1.21,us,us2000i5pu,2019-01-21T14:29:43.040Z,"107km NNW of Antofagasta, Chile",earthquake,4.2,3.4,0.047,44,reviewed,us,us
2018-11-01T22:53:04.730Z,-27.1916,-71.2176,21.27,4.5,mwr,,136,0.785,0.92,us,us2000i5n5,2019-01-21T14:29:43.040Z,"89km WNW of Copiapo, Chile",earthquake,3.8,5,0.053,34,reviewed,us,us
2018-11-01T22:19:51.690Z,-19.5827,-69.2656,102,6.2,mww,,17,0.108,1.15,us,us2000i5mj,2019-01-28T16:53:32.707Z,"115km NE of Iquique, Chile",earthquake,5.4,1.8,0.048,41,reviewed,us,us
2018-11-01T15:22:21.080Z,-30.5959,-71.8934,16.42,4.1,mb,,132,0.235,0.89,us,us2000i5dd,2019-01-21T14:29:42.040Z,"66km W of Ovalle, Chile",earthquake,4.7,5.1,0.261,4,reviewed,us,us
2018-11-01T06:31:08.440Z,-22.3124,-68.6905,98.45,4.8,mb,,46,0.361,1.03,us,us2000i55r,2019-01-21T14:29:42.040Z,"30km NE of Calama, Chile",earthquake,5.5,4.6,0.039,207,reviewed,us,us
2018-10-31T21:15:40.860Z,-20.3982,-68.9963,106.39,4.4,mb,,44,0.295,0.56,us,us2000i4xl,2019-01-21T14:29:41.040Z,"121km E of Iquique, Chile",earthquake,5.1,6,0.144,14,reviewed,us,us
2018-10-30T17:00:45.240Z,-20.9885,-66.9839,240.21,4.1,mb,,103,2.2,0.84,us,us2000i7ki,2019-01-21T14:29:40.040Z,"60km SSW of Uyuni, Bolivia",earthquake,10.2,6.6,0.303,3,reviewed,us,us
2018-10-30T01:58:48.010Z,-24.1483,-67.3455,201.12,4.2,mb,,108,2.099,1.16,us,us1000hium,2019-01-21T14:29:39.040Z,"104km W of San Antonio de los Cobres, Argentina",earthquake,11.1,8.7,0.236,5,reviewed,us,us
2018-10-29T23:14:02.010Z,-21.1234,-68.6455,141.06,4,mb,,67,0.79,0.82,us,us2000i621,2019-01-21T14:29:38.040Z,"151km NNE of Calama, Chile",earthquake,6.3,5.5,0.212,6,reviewed,us,us
2018-10-29T03:51:14.550Z,-36.6952,-74.3384,10,4.5,mb,,128,0.923,0.99,us,us1000hicz,2019-01-21T14:29:37.040Z,"109km W of Talcahuano, Chile",earthquake,5,1.9,0.156,12,reviewed,us,us
2018-10-28T16:22:35.860Z,-27.3733,-71.2397,39.62,4.4,mb,,199,0.787,0.44,us,us1000hi8w,2019-01-10T17:18:41.040Z,"89km W of Copiapo, Chile",earthquake,5.7,10.2,0.19,8,reviewed,us,us
2018-10-28T05:04:14.850Z,-21.9551,-68.6852,105.18,4.3,mb,,44,0.54,0.97,us,us1000hi58,2019-01-10T17:18:40.040Z,"62km NNE of Calama, Chile",earthquake,4.5,3.5,0.122,19,reviewed,us,us
2018-10-27T15:46:43.690Z,-22.4808,-68.7144,109.83,4.5,mwr,,47,0.224,0.94,us,us1000hi0k,2019-01-10T17:18:39.040Z,"22km E of Calama, Chile",earthquake,3.6,4.2,0.05,38,reviewed,us,us
2018-10-27T12:29:06.180Z,-35.0173,-71.1182,97.96,4.2,mb,,88,0.356,0.51,us,us2000i5hd,2019-01-10T17:18:43.040Z,"11km ESE of Curico, Chile",earthquake,5.7,6.1,0.237,5,reviewed,us,us
2018-10-26T15:50:12.180Z,-35.6103,-73.1212,22.93,4.3,mwr,,108,1.136,1.03,us,us1000hhky,2019-01-10T17:18:38.040Z,"70km WSW of Constitucion, Chile",earthquake,5.4,2.4,0.03,106,reviewed,us,us
2018-10-26T12:28:46.370Z,-24.3101,-70.3322,40.83,4.4,mb,,135,0.321,0.97,us,us1000hhj3,2019-01-10T17:18:38.040Z,"73km S of Antofagasta, Chile",earthquake,3.1,10.7,0.239,5,reviewed,us,us
2018-10-26T12:03:22.420Z,-17.2816,-69.9642,137.67,4.9,mww,,73,0.554,1.25,us,us1000hhin,2019-01-10T17:18:38.040Z,"8km E of Chuquitira, Peru",earthquake,6.2,4,0.075,17,reviewed,us,us
2018-10-26T09:04:22.790Z,-19.6577,-70.3351,48.67,3.9,mwr,,131,0.639,1,us,us1000hhgr,2019-01-10T17:18:38.040Z,"65km NNW of Iquique, Chile",earthquake,4.5,7.4,0.08,15,reviewed,us,us
2018-10-26T01:59:02.070Z,-33.3733,-69.7537,6.94,4.4,mwr,,70,0.232,1.44,us,us1000hhdf,2019-01-10T17:18:37.040Z,"77km E of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake,2.7,4.4,0.042,54,reviewed,us,us
2018-10-25T23:16:19.100Z,-24.0481,-67.0662,219.76,4.1,mb,,98,1.494,0.89,us,us1000hhbf,2019-01-10T17:18:37.040Z,"78km WNW of San Antonio de los Cobres, Argentina",earthquake,7.3,13.1,0.213,6,reviewed,us,us
2018-10-25T11:19:35.530Z,-30.5926,-71.7118,35,4.7,mwr,,144,1.804,0.95,us,us1000hh05,2019-01-10T17:18:36.040Z,"49km W of Ovalle, Chile",earthquake,7.4,2,0.089,12,reviewed,us,us
2018-10-24T23:14:16.600Z,-23.0209,-68.0469,130.93,4.2,mb,,67,0.139,0.95,us,us1000hgsy,2019-01-10T17:18:35.040Z,"20km ESE of San Pedro de Atacama, Chile",earthquake,8.9,5.7,0.146,13,reviewed,us,us
