time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-18T13:08:45.000Z,-21.892,-68.462,135.6,4.1,mb,,,,0.68,us,us10006qnf,2016-12-12T23:01:29.040Z,"80km NE of Calama, Chile",earthquake,4.3,6.9,0.233,5,reviewed,guc,us
2016-09-17T03:55:57.040Z,-37.2824,-73.7244,13.51,4.9,mwr,,130,0.683,0.88,us,us10006qck,2016-12-12T23:01:26.040Z,"36km W of Arauco, Chile",earthquake,6.5,3.6,,,reviewed,us,guc
2016-09-17T01:02:21.620Z,-23.9008,-66.9221,233.73,3.8,mb,,173,1.491,0.49,us,us10006qaq,2016-12-12T23:01:26.040Z,"70km WNW of San Antonio de los Cobres, Argentina",earthquake,10,16.8,0.508,1,reviewed,us,us
2016-09-15T15:37:51.450Z,-20.3626,-69.6451,79.92,4.4,ml,,121,0.465,0.72,us,us10006ptj,2016-12-07T02:56:16.040Z,"54km ESE of Iquique, Chile",earthquake,4.2,5.8,,,reviewed,us,guc
2016-09-15T15:31:07.220Z,-38.0349,-73.4203,25.68,4.8,mwr,,131,1.297,1,us,us10006pti,2016-12-07T02:56:16.040Z,"26km S of Canete, Chile",earthquake,6.9,5.3,,,reviewed,us,guc
2016-09-14T21:16:16.900Z,-28.9927,-71.4919,19.82,4.6,mb,,119,0.693,1.04,us,us10006pm4,2016-12-07T02:56:15.040Z,"85km WSW of Vallenar, Chile",earthquake,4.5,3.6,0.132,17,reviewed,us,us
2016-09-14T08:26:08.000Z,-36.276,-71.688,109.1,4.1,ml,,,,0.65,us,us10006pfx,2016-12-07T02:56:15.040Z,"19km SE of Parral, Chile",earthquake,8,8.1,,,reviewed,guc,guc
2016-09-13T10:14:16.000Z,-30.688,-71.254,47.2,4.2,mb,,,,1.22,us,us10006p8g,2016-12-07T02:56:14.040Z,"11km SSW of Ovalle, Chile",earthquake,4.9,6,0.374,2,reviewed,guc,us
2016-09-13T10:00:54.550Z,-31.5715,-72.0042,35,3.8,mwr,,194,0.933,1.15,us,us10006p8e,2016-12-07T02:56:13.040Z,"79km W of Illapel, Chile",earthquake,3.9,2,0.063,24,reviewed,us,us
2016-09-13T08:28:55.970Z,-30.3889,-72.0973,14.08,4.2,mwr,,195,0.489,0.61,us,us10006p86,2016-12-07T02:56:13.040Z,"87km SW of Coquimbo, Chile",earthquake,3.6,6.8,0.045,47,reviewed,us,us
2016-09-12T05:36:59.480Z,-24.2401,-66.985,171.23,4.6,mwr,,58,1.686,1.41,us,us10006nyb,2016-12-07T02:56:12.040Z,"67km W of San Antonio de los Cobres, Argentina",earthquake,5.2,10.4,,,reviewed,us,guc
2016-09-11T21:03:51.320Z,-23.0195,-69.1057,85.67,4.2,mb,,56,0.385,0.72,us,us10006nw5,2016-12-07T02:56:11.040Z,"63km SSW of Calama, Chile",earthquake,4.7,3.4,0.186,8,reviewed,us,us
2016-09-10T00:55:33.180Z,-19.505,-69.0875,127.44,4.6,mb,,75,0.191,0.86,us,us10006ni0,2016-12-07T02:56:08.040Z,"136km NE of Iquique, Chile",earthquake,3.7,8.9,0.107,26,reviewed,us,us
2016-09-09T19:31:01.770Z,-20.8739,-67.5061,210.39,4.3,mb,,60,1.859,1.22,us,us10006nev,2016-12-07T02:56:07.040Z,"84km WSW of Uyuni, Bolivia",earthquake,8.7,16.5,0.217,6,reviewed,us,us
2016-09-09T11:25:09.000Z,-27.591,-69.6,120.7,4.1,mb,,,,0.92,us,us10006nat,2016-12-07T02:56:07.040Z,"76km ESE of Copiapo, Chile",earthquake,5.7,7.2,0.524,1,reviewed,guc,us
2016-09-09T10:52:15.000Z,-23.287,-69.175,93.6,4.3,mb,,,,1.34,us,us10006nan,2016-12-07T02:56:07.040Z,"94km SSW of Calama, Chile",earthquake,3.6,5.3,0.217,6,reviewed,guc,us
2016-09-09T01:01:19.150Z,-30.6434,-71.7846,42.47,4.3,mwr,,169,0.132,1.4,us,us10006n8i,2016-12-07T02:56:07.040Z,"56km W of Ovalle, Chile",earthquake,8.1,7.4,,,reviewed,us,guc
2016-09-08T13:59:06.090Z,-30.4545,-72.2593,10,4.4,mwr,,110,0.581,1.2,us,us10006n0w,2016-12-03T02:54:49.040Z,"102km W of Ovalle, Chile",earthquake,3.4,1.9,0.04,61,reviewed,us,us
2016-09-08T03:51:45.750Z,-37.7468,-74.0954,12.58,4.2,mwr,,135,1.231,0.5,us,us10006mxq,2016-12-03T02:54:48.040Z,"41km WSW of Lebu, Chile",earthquake,6.1,5.3,0.061,26,reviewed,us,us
2016-09-08T02:34:04.000Z,-21.799,-68.622,121.4,5,mww,,,,2.53,us,us10006mxc,2016-12-03T02:54:48.040Z,"80km NNE of Calama, Chile",earthquake,6.1,4.5,,,reviewed,guc,us
2016-09-07T22:54:32.590Z,-32.3206,-71.6197,30.49,4.9,mwr,,70,0.362,0.54,us,us10006mwe,2016-12-03T02:54:48.040Z,"39km WNW of La Ligua, Chile",earthquake,4.8,3.7,,,reviewed,us,guc
2016-09-07T20:03:23.450Z,-20.0451,-69.0053,98.83,5.3,mww,,54,0.414,0.75,us,us10006mu3,2016-12-03T02:54:47.040Z,"120km E of Iquique, Chile",earthquake,6.2,4.2,,,reviewed,us,us
2016-09-07T12:01:12.000Z,-24.872,-70.762,18.5,4.1,ml,,,,1.29,us,us10006mnp,2016-12-03T02:54:47.040Z,"64km NNW of Taltal, Chile",earthquake,4.6,6.3,,,reviewed,guc,guc
2016-09-07T11:15:06.000Z,-37.898,-73.714,15.7,4.1,ml,,,,1.11,us,us10006mnb,2016-12-03T02:54:47.040Z,"29km WSW of Canete, Chile",earthquake,9.1,8.2,,,reviewed,guc,guc
2016-09-07T00:06:00.150Z,-31.9545,-71.6199,67.36,4.2,mb,,107,0.663,0.85,us,us10006mjz,2016-12-03T02:54:46.040Z,"56km SW of Illapel, Chile",earthquake,5,8.6,0.167,10,reviewed,us,us
2016-09-06T18:29:00.570Z,-35.5524,-68.3224,14.84,4,md,,81,2.152,1.1,us,us10006mha,2016-12-03T02:54:45.040Z,"103km S of San Rafael, Argentina",earthquake,7.5,5.1,,,reviewed,us,sja
2016-09-06T12:43:57.000Z,-21.633,-68.224,133.3,4.2,mb,,,,0.79,us,us10006mdt,2016-12-03T02:54:45.040Z,"117km NE of Calama, Chile",earthquake,8,7.1,0.159,11,reviewed,guc,us
2016-09-06T07:37:45.860Z,-21.2264,-67.6974,148.46,5,mww,,37,1.545,1.06,us,us10006mci,2016-12-03T02:54:45.040Z,"124km SW of Uyuni, Bolivia",earthquake,7.2,5.5,,,reviewed,us,us
2016-09-03T23:13:08.930Z,-17.6841,-69.3844,148.76,4.6,mwr,,74,0.658,0.67,us,us10006k6y,2016-12-03T02:54:39.040Z,"59km NNE of Putre, Chile",earthquake,7.8,6,,,reviewed,us,guc
2016-09-03T22:25:14.320Z,-21.9665,-68.539,135.68,4.1,mb,,48,0.674,0.73,us,us10006k6p,2016-12-03T02:54:39.040Z,"68km NE of Calama, Chile",earthquake,2.9,6.1,0.175,9,reviewed,us,us
2016-09-03T12:35:45.840Z,-20.5358,-68.8002,115.53,4.1,mb,,50,0.817,1.38,us,us10006jy5,2016-12-03T02:54:37.040Z,"144km ESE of Iquique, Chile",earthquake,7.6,8,0.197,7,reviewed,us,us
2016-09-03T01:00:58.000Z,-22.133,-69.887,71.5,4,mwr,,,,1.12,us,us10006juc,2016-12-03T02:54:36.040Z,"32km E of Tocopilla, Chile",earthquake,5.8,6.4,0.066,22,reviewed,guc,us
2016-09-02T21:55:32.720Z,-23.0743,-68.6698,108.88,4.1,mb,,85,0.468,1.1,us,us10006jsi,2016-12-03T02:54:36.040Z,"49km WSW of San Pedro de Atacama, Chile",earthquake,5.9,4.8,0.197,7,reviewed,us,us
2016-09-02T13:03:29.110Z,-32.1223,-72.0869,7.58,4.3,mb,,184,0.798,0.76,us,us10006jn5,2016-12-03T02:54:35.040Z,"88km WNW of La Ligua, Chile",earthquake,6.3,7.5,0.378,2,reviewed,us,us
2016-09-02T09:45:04.750Z,-24.134,-67.3221,205.84,4.1,mb,,94,1.415,1.08,us,us10006jmd,2016-12-03T02:54:34.040Z,"102km W of San Antonio de los Cobres, Argentina",earthquake,8.1,10.2,0.197,7,reviewed,us,us
2016-08-31T13:52:50.720Z,-24.0522,-67.0509,211.22,3.6,mb,,73,1.507,0.58,us,us10006j1a,2016-11-29T01:28:48.040Z,"76km WNW of San Antonio de los Cobres, Argentina",earthquake,11.8,14,0.501,1,reviewed,us,us
2016-08-30T18:09:49.320Z,-26.1213,-70.4734,48.74,4.4,mb,,87,0.115,1.19,us,us20006vfx,2016-11-29T01:28:47.040Z,"50km WNW of Diego de Almagro, Chile",earthquake,5.8,9.3,0.268,5,reviewed,us,us
2016-08-30T08:09:09.290Z,-34.8956,-72.555,14.2,5.4,mww,,72,0.525,0.87,us,us20006v8s,2016-11-29T01:28:46.040Z,"50km NNW of Constitucion, Chile",earthquake,4.7,1.1,,,reviewed,us,us
2016-08-29T14:16:48.000Z,-22.258,-68.564,116.8,4.2,mb,,,,0.57,us,us20006v1t,2016-11-29T01:28:45.040Z,"44km ENE of Calama, Chile",earthquake,7.1,6.5,0.215,6,reviewed,guc,us
2016-08-29T04:04:38.170Z,-30.6643,-71.3861,49.06,4.3,mb,,99,0.214,1.02,us,us20006uxv,2016-11-29T01:28:45.040Z,"19km WSW of Ovalle, Chile",earthquake,4.5,7.4,0.308,3,reviewed,us,us
2016-08-29T01:27:20.140Z,-18.4242,-69.8321,121.27,4.6,mb,,59,0.32,1.03,us,us20006ux1,2016-11-29T01:28:45.040Z,"38km SW of Putre, Chile",earthquake,5,4.8,0.059,86,reviewed,us,us
2016-08-28T16:32:04.000Z,-27.68,-71.226,35,4.6,mwr,,,,0.88,us,us20006utw,2016-11-29T01:28:44.040Z,"94km WSW of Copiapo, Chile",earthquake,6.6,5.5,,,reviewed,guc,guc
2016-08-28T11:43:54.820Z,-35.6944,-73.3965,20.05,4.4,mb,,195,1.064,1.13,us,us20006usm,2016-11-29T01:28:43.040Z,"97km WSW of Constitucion, Chile",earthquake,5.3,7.4,0.202,7,reviewed,us,us
2016-08-28T04:50:39.000Z,-36.882,-73.433,34.5,4.2,mb,,,,0.78,us,us20006uqs,2016-11-29T01:28:43.040Z,"30km WNW of Coronel, Chile",earthquake,6.9,6,0.303,3,reviewed,guc,us
2016-08-27T20:14:11.030Z,-38.0739,-73.3524,23.9,4.9,mwr,,131,1.33,0.92,us,us20006umh,2016-11-29T01:28:42.040Z,"30km S of Canete, Chile",earthquake,5.4,4.2,,,reviewed,us,guc
2016-08-27T19:36:08.080Z,-32.7701,-71.7105,27.82,4.4,mb,,71,0.259,0.88,us,us20006uma,2016-11-29T01:28:42.040Z,"30km NNW of Valparaiso, Chile",earthquake,3.6,5.8,0.126,18,reviewed,us,us
2016-08-26T21:00:48.570Z,-29.6023,-72.1041,10,4,mwr,,115,0.816,0.87,us,us20006udm,2016-11-29T01:28:41.040Z,"83km WNW of Coquimbo, Chile",earthquake,3.7,1.2,0.041,56,reviewed,us,us
2016-08-26T10:08:35.770Z,-25.0899,-70.7144,57.65,4.2,mb,,178,0.541,1.25,us,us20006u5y,2016-11-29T01:28:40.040Z,"41km NW of Taltal, Chile",earthquake,6.5,10.5,0.374,2,reviewed,us,us
2016-08-25T20:45:32.100Z,-21.8072,-67.376,210.03,4,mb,,113,1.632,0.62,us,us20006u1h,2016-11-19T04:58:39.040Z,"150km NE of San Pedro de Atacama, Chile",earthquake,10.8,14.9,0.367,2,reviewed,us,us
2016-08-24T22:22:12.480Z,-19.9294,-71.1761,25.37,4,mb,,211,1.128,0.78,us,us20006tq5,2016-11-19T04:58:38.040Z,"112km WNW of Iquique, Chile",earthquake,7,7.7,0.298,3,reviewed,us,us
2016-08-24T10:28:50.860Z,-35.2273,-74.1008,10,4.3,mb,,111,1.687,1.09,us,us10006gbc,2016-11-19T04:58:38.040Z,"153km W of Constitucion, Chile",earthquake,5.5,1.9,0.177,9,reviewed,us,us
2016-08-23T11:57:29.220Z,-30.3317,-72.3613,9.21,4.4,mb,,162,0.713,0.85,us,us10006fyy,2016-11-19T04:58:36.040Z,"106km WSW of Coquimbo, Chile",earthquake,3.8,6.2,0.31,3,reviewed,us,us
2016-08-22T13:47:15.140Z,-21.3576,-68.721,110.55,4.1,mb,,37,0.652,0.79,us,us10006frx,2016-11-19T04:58:35.040Z,"124km N of Calama, Chile",earthquake,5.8,7.5,0.14,14,reviewed,us,us
2016-08-22T07:33:43.340Z,-21.6897,-68.748,125.59,4.3,mb,,71,0.471,0.63,us,us10006fq0,2016-11-19T04:58:35.040Z,"88km NNE of Calama, Chile",earthquake,5.7,1.5,0.265,4,reviewed,us,us
2016-08-22T05:40:56.000Z,-24.1239,-66.9416,190.67,4.4,mb,,36,1.627,0.92,us,us10006fpm,2016-11-19T04:58:34.040Z,"64km W of San Antonio de los Cobres, Argentina",earthquake,7.8,7.4,0.042,163,reviewed,us,us
2016-08-21T16:35:36.430Z,-23.9643,-67.305,184.37,4.2,mb,,54,1.288,0.82,us,us10006fle,2016-11-19T04:58:34.040Z,"104km WNW of San Antonio de los Cobres, Argentina",earthquake,9.6,12.4,0.236,5,reviewed,us,us
2016-08-21T07:43:22.000Z,-23.042,-69.483,67.9,4.1,mb,,,,1.22,us,us10006fjs,2016-11-19T04:58:33.040Z,"85km SW of Calama, Chile",earthquake,5.8,6.6,0.525,2,reviewed,guc,us
2016-08-21T04:56:57.620Z,-19.2834,-69.6301,72.21,4.2,mb,,110,0.562,1.15,us,us10006fj3,2016-11-19T04:58:33.040Z,"114km SE of Arica, Chile",earthquake,6,11,0.215,6,reviewed,us,us
2016-08-19T12:06:45.590Z,-21.0514,-70.2366,31.62,4.4,mb,,169,0.415,0.95,us,us10006f0g,2016-11-19T04:58:30.040Z,"92km S of Iquique, Chile",earthquake,5,7.5,0.19,8,reviewed,us,us
2016-08-19T05:59:23.890Z,-20.5989,-68.8989,109.8,4.7,mwr,,39,0.706,1.17,us,us10006exb,2016-11-19T04:58:29.040Z,"136km ESE of Iquique, Chile",earthquake,4.7,7.8,,,reviewed,us,guc
2016-08-19T03:35:26.040Z,-30.623,-71.5614,26.75,4.1,mb,,115,0.081,0.81,us,us10006ewv,2016-11-19T04:58:29.040Z,"34km W of Ovalle, Chile",earthquake,6.3,8.2,0.303,3,reviewed,us,us
2016-08-19T00:11:01.800Z,-24.1522,-67.0565,169.57,4.6,mb,,51,1.577,0.97,us,us10006gfh,2016-11-19T04:58:28.040Z,"75km W of San Antonio de los Cobres, Argentina",earthquake,8.1,10.3,0.273,4,reviewed,us,us
2016-08-18T23:36:10.710Z,-23.9422,-66.8497,208.82,4.4,mb,,40,1.568,1.1,us,us10006evu,2016-11-15T02:21:54.040Z,"62km WNW of San Antonio de los Cobres, Argentina",earthquake,8,9.9,0.18,9,reviewed,us,us
2016-08-18T00:11:22.000Z,-27.527,-70.721,55.1,4.3,mb,,,,1.01,us,us10006el4,2016-11-15T02:21:52.040Z,"42km WSW of Copiapo, Chile",earthquake,2.5,5.1,0.307,3,reviewed,guc,us
2016-08-17T13:00:21.330Z,-27.9183,-71.2655,24.16,4.1,mwr,,156,0.331,0.99,us,us10006eer,2016-11-15T02:21:51.040Z,"87km NW of Vallenar, Chile",earthquake,6.7,5.1,0.039,64,reviewed,us,us
2016-08-16T18:42:50.740Z,-33.5888,-72.0363,23.38,4.3,mwr,,71,0.358,0.74,us,us10006e74,2016-11-15T02:21:51.040Z,"38km W of San Antonio, Chile",earthquake,3.4,4.3,0.041,56,reviewed,us,us
2016-08-16T18:17:32.230Z,-19.7581,-71.0971,17.61,5.1,mww,,136,1.041,1.09,us,us10006e6x,2016-11-15T02:21:51.040Z,"112km WNW of Iquique, Chile",earthquake,2.7,3.3,,,reviewed,us,us
2016-08-16T17:50:46.410Z,-19.7955,-71.0008,11.23,4.7,mwr,,138,0.944,0.91,us,us10006e6g,2016-11-15T02:21:51.040Z,"101km WNW of Iquique, Chile",earthquake,4.6,3.6,0.044,49,reviewed,us,us
2016-08-16T12:27:36.310Z,-19.9179,-71.0823,16.41,4.5,mwr,,142,0.96,0.88,us,us10006e41,2016-11-15T02:21:50.040Z,"103km WNW of Iquique, Chile",earthquake,3.8,4.8,,,reviewed,us,guc
2016-08-16T11:19:07.570Z,-28.681,-70.0481,138.65,4.2,mb,,134,0.251,0.86,us,us10006e3r,2016-11-15T02:21:50.040Z,"70km E of Vallenar, Chile",earthquake,8.3,6.7,0.374,2,reviewed,us,us
2016-08-16T09:27:28.870Z,-29.8447,-71.6323,24.06,4,mb,,147,0.35,1.39,us,us10006e3g,2016-11-15T02:21:50.040Z,"30km WNW of Coquimbo, Chile",earthquake,6.8,8,0.519,1,reviewed,us,us
2016-08-16T05:33:52.460Z,-19.7878,-71.162,31.41,4.1,mb,,208,1.081,0.94,us,us10006e2h,2016-11-15T02:21:50.040Z,"116km WNW of Iquique, Chile",earthquake,8.5,10.9,0.234,5,reviewed,us,us
2016-08-16T02:58:38.270Z,-22.5053,-68.6772,107.19,5.4,mww,,28,0.241,0.89,us,us10006e1n,2016-11-15T02:21:50.040Z,"26km E of Calama, Chile",earthquake,6.5,4.2,,,reviewed,us,us
2016-08-15T17:50:16.000Z,-28.881,-71.503,44.2,3.9,mwr,,,,1.65,us,us10006dy6,2016-11-15T02:21:50.040Z,"80km WSW of Vallenar, Chile",earthquake,3.7,7.4,0.065,23,reviewed,guc,us
2016-08-15T08:07:11.230Z,-21.4592,-68.4702,127.43,4.1,mb,,118,0.792,0.87,us,us10006dvv,2016-11-15T02:21:49.040Z,"121km NNE of Calama, Chile",earthquake,7.3,7.7,0.234,5,reviewed,us,us
2016-08-14T13:28:42.520Z,-20.2005,-69.1698,100,5,mwr,,43,0.529,0.94,us,us10006dri,2016-11-15T02:21:49.040Z,"101km E of Iquique, Chile",earthquake,5.4,1.8,0.046,45,reviewed,us,us
2016-08-14T10:23:56.950Z,-20.6827,-69.1805,111.12,4.4,mb,,82,0.459,1.42,us,us10006dqt,2016-11-15T02:21:48.040Z,"112km ESE of Iquique, Chile",earthquake,8,8.2,0.143,14,reviewed,us,us
2016-08-14T07:22:34.340Z,-24.1419,-67.8085,169.22,4.3,mb,,55,1.232,1.06,us,us10006dqg,2016-11-15T02:21:48.040Z,"141km SSE of San Pedro de Atacama, Chile",earthquake,8.4,8.9,0.189,8,reviewed,us,us
2016-08-13T14:21:45.640Z,-32.4071,-71.8054,35,3.8,mwr,,170,0.455,1.13,us,us10006dku,2016-11-15T02:21:47.040Z,"54km W of La Ligua, Chile",earthquake,4.3,2,0.054,33,reviewed,us,us
2016-08-13T06:21:05.510Z,-33.3757,-72.426,13.74,4.4,mwr,,173,0.733,0.63,us,us10006din,2016-11-15T02:21:47.040Z,"78km WNW of San Antonio, Chile",earthquake,2.5,6.3,0.038,67,reviewed,us,us
2016-08-12T20:25:02.000Z,-34.905,-71.825,42.1,3.9,ml,,,,0.78,us,us10006dg1,2016-11-15T02:21:46.040Z,"51km SW of Santa Cruz, Chile",earthquake,3.4,7.8,,,reviewed,guc,guc
2016-08-12T19:04:48.140Z,-24.2269,-67.1797,201.17,4.3,ml,,127,1.565,1.24,us,us10006deg,2016-11-15T02:21:46.040Z,"87km W of San Antonio de los Cobres, Argentina",earthquake,6.8,18.2,,,reviewed,us,guc
2016-08-12T18:49:02.040Z,-40.2998,-72.9588,67.23,4.2,mb,,120,0.551,1.46,us,us10006de9,2016-11-15T02:21:46.040Z,"1km NNE of Rio Bueno, Chile",earthquake,3.4,6.7,0.236,5,reviewed,us,us
2016-08-12T17:07:27.710Z,-20.5461,-69.3471,115.83,3.9,mb,,79,0.511,1.4,us,us10006dcz,2016-11-15T02:21:46.040Z,"90km ESE of Iquique, Chile",earthquake,5.9,6.3,0.296,3,reviewed,us,us
2016-08-12T06:14:49.140Z,-22.0198,-68.6904,144.73,4.7,mb,,77,0.558,1.12,us,us10006d7r,2016-11-15T02:21:46.040Z,"55km NNE of Calama, Chile",earthquake,7.9,8.3,0.195,8,reviewed,us,us
2016-08-10T17:37:07.000Z,-30.747,-71.407,46.2,4.6,mwr,,,,0.54,us,us10006cnb,2016-10-26T03:10:25.040Z,"25km SW of Ovalle, Chile",earthquake,5.1,5.3,,,reviewed,guc,guc
2016-08-10T08:20:18.330Z,-32.0802,-71.259,84.05,4.8,mwr,,69,0.48,0.7,us,us10006cjm,2016-10-26T03:10:24.040Z,"41km N of La Ligua, Chile",earthquake,5.6,4.9,,,reviewed,us,guc
2016-08-10T06:43:40.130Z,-31.9631,-71.6571,31.89,4.5,mwr,,81,0.669,0.9,us,us10006cj8,2016-10-26T03:10:24.040Z,"59km SW of Illapel, Chile",earthquake,5.3,4.5,,,reviewed,us,guc
2016-08-09T17:56:13.460Z,-31.7338,-72.214,17.56,4.5,mwr,,76,1.133,1.01,us,us10006cds,2016-10-26T03:10:24.040Z,"100km W of Illapel, Chile",earthquake,4.3,3.9,0.036,73,reviewed,us,us
2016-08-09T13:57:19.000Z,-23.243,-69.41,73.9,4.2,mb,,,,0.97,us,us10006ccn,2016-10-26T03:10:24.040Z,"98km SSW of Calama, Chile",earthquake,3.4,6.1,0.16,11,reviewed,guc,us
2016-08-09T08:36:14.320Z,-31.6696,-69.5064,128.95,4,mb,,85,0.712,0.75,us,us10006ca0,2016-10-26T03:10:23.040Z,"38km SSW of Calingasta, Argentina",earthquake,7.1,7.8,0.365,2,reviewed,us,us
2016-08-08T22:27:17.500Z,-24.124,-67.3146,218.8,3.9,mb,,94,1.41,0.7,us,us10006e22,2016-10-26T03:10:23.040Z,"101km W of San Antonio de los Cobres, Argentina",earthquake,5.6,16.8,0.362,2,reviewed,us,us
2016-08-08T16:08:15.960Z,-24.1798,-68.1063,114.51,4.9,mwr,,41,1.224,0.69,us,us10006c2h,2016-10-26T03:10:22.040Z,"140km S of San Pedro de Atacama, Chile",earthquake,7.3,4.8,,,reviewed,us,guc
2016-08-08T12:24:32.820Z,-31.5865,-71.6537,29.95,5,mwr,,113,0.676,0.77,us,us10006c1k,2016-10-26T03:10:22.040Z,"46km W of Illapel, Chile",earthquake,5.5,3.2,,,reviewed,us,guc
2016-08-08T04:19:42.890Z,-31.717,-72.3278,10,4,mwr,,187,1.197,0.61,us,us10006c05,2016-10-26T03:10:22.040Z,"110km W of Illapel, Chile",earthquake,5.3,1.9,0.042,55,reviewed,us,us
2016-08-07T13:12:50.000Z,-26.105,-69.396,103.9,4.3,mb,,,,0.96,us,us10006bxy,2016-10-26T03:10:21.040Z,"71km ENE of Diego de Almagro, Chile",earthquake,8.9,7.4,0.308,3,reviewed,guc,us
2016-08-07T06:06:37.020Z,-17.9366,-70.4489,35.62,4.2,mb,,207,0.443,1.03,us,us10006bx5,2016-10-26T03:10:21.040Z,"22km WNW of Tacna, Peru",earthquake,8,11,0.527,1,reviewed,us,us
2016-08-06T10:05:22.480Z,-31.7628,-72.2635,10,4.3,mb,,109,1.142,0.52,us,us10006btx,2016-10-26T03:10:20.040Z,"105km W of Illapel, Chile",earthquake,6.2,1.8,0.201,7,reviewed,us,us
2016-08-05T19:34:03.940Z,-18.3344,-69.4811,143.72,4.3,mb,,53,0.025,1.03,us,us10006b5q,2016-10-26T03:10:19.040Z,"17km SSE of Putre, Chile",earthquake,5.2,6.7,0.125,18,reviewed,us,us
2016-08-05T03:36:03.000Z,-21.921,-68.486,111.4,4.3,mb,,,,0.99,us,us10006a81,2016-10-26T03:10:19.040Z,"76km NE of Calama, Chile",earthquake,6.9,6,0.168,10,reviewed,guc,us
2016-08-03T21:26:23.000Z,-22.855,-68.714,104.9,4,mb,,,,0.57,us,us100069xc,2016-10-19T04:52:21.040Z,"48km SSE of Calama, Chile",earthquake,3.9,3.3,0.366,2,reviewed,guc,us
2016-08-03T10:31:31.720Z,-24.2027,-67.1068,172.95,4.9,mb,,35,1.586,1.05,us,us100069p8,2016-10-19T04:52:18.040Z,"80km W of San Antonio de los Cobres, Argentina",earthquake,6.4,6.2,0.084,44,reviewed,us,us
2016-08-03T08:51:50.050Z,-23.022,-68.422,155.61,4.3,mb,,88,0.234,1.33,us,us100069p0,2016-10-19T04:52:17.040Z,"24km WSW of San Pedro de Atacama, Chile",earthquake,9.2,10.8,0.266,4,reviewed,us,us
2016-08-03T07:41:38.000Z,-21.238,-69.466,73.9,3.8,mb,,,,1.09,us,us100069nw,2016-10-19T04:52:17.040Z,"121km NE of Tocopilla, Chile",earthquake,6,7,0.294,3,reviewed,guc,us
2016-08-03T05:34:20.730Z,-24.2058,-67.0126,183.64,4.5,mb,,74,1.643,1.24,us,us100069ne,2016-10-19T04:52:17.040Z,"70km W of San Antonio de los Cobres, Argentina",earthquake,8.2,8.5,0.094,33,reviewed,us,us
2016-08-03T04:40:12.560Z,-19.5257,-69.9123,58.44,4.3,mb,,136,0.691,0.45,us,us100069n7,2016-10-19T04:52:16.040Z,"80km NNE of Iquique, Chile",earthquake,3.2,8.1,0.216,6,reviewed,us,us
2016-08-03T03:01:26.630Z,-29.6437,-72.0621,29.29,4.3,mb,,139,0.766,0.9,us,us100069ms,2016-10-19T04:52:16.040Z,"77km WNW of Coquimbo, Chile",earthquake,5.2,7.7,0.238,5,reviewed,us,us
2016-08-02T18:04:09.840Z,-21.4216,-66.8149,220.49,4.3,mb,,33,1.979,1.31,us,us100069hr,2016-10-19T04:52:14.040Z,"81km SW of Atocha, Bolivia",earthquake,8.3,7,0.064,68,reviewed,us,us
2016-08-02T14:25:07.950Z,-20.8248,-67.9342,172.56,4.2,mb,,108,1.468,0.43,us,us100069fw,2016-10-19T04:52:13.040Z,"119km WSW of Colchani, Bolivia",earthquake,10.3,13.5,0.264,4,reviewed,us,us
2016-07-31T03:41:45.000Z,-21.764,-68.449,123.7,4,mb,,,,1.15,us,us100068wj,2016-10-19T04:51:55.040Z,"92km NNE of Calama, Chile",earthquake,5.6,6.6,0.195,7,reviewed,guc,us
2016-07-30T09:38:40.020Z,-30.5515,-72.0131,18.18,4.2,mb,,134,0.348,1.08,us,us100068qx,2016-10-19T04:51:48.040Z,"78km W of Ovalle, Chile",earthquake,6.4,8.2,0.264,4,reviewed,us,us
2016-07-29T16:52:15.540Z,-31.5503,-71.5508,42.34,4.6,mwr,,81,0.584,1.01,us,us100068f0,2016-10-19T04:51:41.040Z,"37km WNW of Illapel, Chile",earthquake,3.1,4.8,0.042,55,reviewed,us,us
2016-07-29T14:45:08.940Z,-30.3887,-72.1034,18.16,4.4,mwr,,150,0.494,0.95,us,us100068du,2016-10-19T04:51:40.040Z,"87km WSW of Coquimbo, Chile",earthquake,5.1,4.8,,,reviewed,us,guc
2016-07-29T11:27:49.300Z,-24.1433,-67.1397,200.86,4.4,mb,,38,1.521,0.92,us,us100068d5,2016-10-19T04:51:39.040Z,"83km W of San Antonio de los Cobres, Argentina",earthquake,5.6,8.1,0.162,11,reviewed,us,us
2016-07-29T07:35:35.420Z,-31.7257,-71.8636,32.03,4.3,mb,,190,0.902,0.7,us,us100068ay,2016-10-19T04:51:38.040Z,"67km W of Illapel, Chile",earthquake,5.6,7.9,0.267,4,reviewed,us,us
2016-07-28T02:00:11.480Z,-24.2546,-67.199,185.6,4.3,mb,,74,1.577,0.76,us,us100067xy,2016-09-24T22:47:22.040Z,"89km W of San Antonio de los Cobres, Argentina",earthquake,6.5,9.5,0.169,10,reviewed,us,us
2016-07-28T00:34:20.660Z,-30.3675,-71.6354,27.62,4.3,mb,,149,0.305,0.79,us,us100067xj,2016-09-24T22:47:22.040Z,"48km WNW of Ovalle, Chile",earthquake,4.3,6.1,0.138,15,reviewed,us,us
