DATE,LATITUDE,LONGITUDE,DEPTH,GAP,MAGNITUDE,MAGTYPE,DMIN,RMS,PLACE,TSUNAMI
2004-01-28 22:15:30.700,-3.12,127.4,17.4,42.5,6.7,mwb,,1.07,"Seram, Indonesia",1
2004-02-11 08:15:03.830,31.675,35.551,26.7,99.7,5.3,mwc,,0.89,Dead Sea region,1
2004-09-05 10:07:07.820,33.07,136.618,14,28.4,7.2,mwc,,0.89,"near the south coast of western Honshu, Japan",1
2004-09-05 14:57:18.610,33.184,137.071,10,27.5,7.4,mwb,,0.91,"near the south coast of Honshu, Japan",1
2004-11-02 10:02:12.820,49.277,-128.772,10,37.3,6.7,mwb,,1.17,"Vancouver Island, Canada region",1
2004-11-11 21:26:41.150,-8.152,124.868,10,33.8,7.5,mwc,,1.07,"Kepulauan Alor, Indonesia",1
2004-11-21 11:41:07.760,15.679,-61.706,14,30,6.3,mwb,,0.97,"Dominica region, Leeward Islands",1
2004-11-22 20:26:23.900,-46.676,164.721,10,14.7,7.1,mwc,,1.13,off the west coast of the South Island of New Zealand,1
2004-11-28 18:32:14.130,43.006,145.119,39,23.9,7,mwb,,0.79,"Hokkaido, Japan region",1
2004-12-23 14:59:04.410,-49.312,161.345,10,59.3,8.1,mwc,,1.12,north of Macquarie Island,1
2004-12-26 00:58:53.450,3.295,95.982,30,22,9.1,mw,,1.17,2004 Sumatra - Andaman Islands Earthquake,1
2005-01-19 06:11:36.400,34.064,141.491,27.8,78.5,6.6,mwc,,1.2,"off the east coast of Honshu, Japan",1
2005-03-28 16:09:36.530,2.085,97.108,30,22.1,8.6,mww,,0.91,"northern Sumatra, Indonesia",1
2005-04-10 10:29:11.280,-1.644,99.607,19,21.2,6.7,mwc,,1.02,"Kepulauan Mentawai region, Indonesia",1
2005-06-15 02:50:54.190,41.292,-125.953,16,31.4,7.2,mwc,,1.2,off the coast of Northern California,1
2005-08-16 02:46:28.400,38.276,142.039,36,19.6,7.2,mwc,,0.95,"near the east coast of Honshu, Japan",1
2005-11-14 21:38:51.420,38.107,144.896,11,21.4,7,mwc,,0.86,"off the east coast of Honshu, Japan",1
2006-03-14 06:57:33.860,-3.595,127.214,30.1,21.3,6.7,mwb,,1.17,"Seram, Indonesia",1
2006-05-03 15:26:40.290,-20.187,-174.123,55,20.7,8,mwc,,1.18,Tonga,1
2006-07-17 08:19:26.680,-9.284,107.419,20,36.8,7.7,mwc,,1.16,"south of Java, Indonesia",1
2006-09-28 06:22:09.730,-16.592,-172.033,28,20.9,6.9,mwc,,0.92,Samoa Islands region,1
2006-10-15 17:07:49.250,19.878,-155.935,38.9,17.5,6.7,mwb,,,"Hawaii region, Hawaii",1
2006-11-15 11:14:13.570,46.592,153.266,10,20.9,8.3,mwc,,1.07,Kuril Islands,1
2006-12-26 12:26:21.140,21.799,120.547,10,29.1,7.1,mwb,,1,Taiwan region,1
2007-01-13 04:23:21.160,46.243,154.524,10,14,8.1,mwc,,1.12,east of the Kuril Islands,1
2007-03-25 00:40:01.610,-20.617,169.357,34,25.3,7.1,mwb,,1,Vanuatu,1
2007-03-25 00:41:57.820,37.336,136.588,8,23.9,6.7,mwc,,0.83,"near the west coast of Honshu, Japan",1
2007-04-01 20:39:58.710,-8.466,157.043,24,14.7,8.1,mwc,,1.32,Solomon Islands,1
2007-07-16 01:13:22.370,37.535,138.446,12,16.7,6.6,mwc,,0.97,"near the west coast of Honshu, Japan",1
2007-08-02 02:37:42.380,47.116,141.798,5,70.1,6.2,mwb,,1.08,"Tatar Strait, Russia",1
2007-08-02 03:21:42.820,51.307,-179.971,21,23.6,6.7,mwc,,0.97,"Andreanof Islands, Aleutian Islands, Alaska",1
2007-08-15 23:40:57.890,-13.386,-76.603,39,25.7,8,mwc,,0.86,near the coast of central Peru,1
2007-09-02 01:05:18.150,-11.61,165.762,35,21.3,7.2,mwc,,1.31,Santa Cruz Islands,1
2007-09-12 11:10:26.830,-4.438,101.367,34,32.3,8.4,mww,,1.03,"southern Sumatra, Indonesia",1
2007-09-30 05:23:34.070,-49.271,164.115,10,16.6,7.4,mwc,,1.19,"Auckland Islands, New Zealand region",1
2007-11-14 15:40:50.530,-22.247,-69.89,40,22.4,7.7,mwc,,1.11,"Antofagasta, Chile",1
2007-12-09 07:28:20.820,-25.996,-177.514,152.5,11.8,7.8,mwc,,1.12,south of the Fiji Islands,1
2008-02-25 08:36:33.030,-2.486,99.972,25,18.4,7.2,mwc,,1.22,"Kepulauan Mentawai region, Indonesia",1
2008-04-09 12:46:12.720,-20.071,168.892,33,13.4,7.3,mwc,,1.29,"Loyalty Islands, New Caledonia",1
2008-07-19 02:39:28.700,37.552,142.214,22,18.2,7,mwc,,0.84,"off the east coast of Honshu, Japan",1
2008-09-11 00:20:50.920,41.892,143.754,25,22.2,6.8,mwc,,1.08,"Hokkaido, Japan region",1
2008-11-16 17:02:32.700,1.271,122.091,30,33.7,7.4,mww,,1.1,"Minahasa, Sulawesi, Indonesia",1
2009-01-03 19:43:50.650,-0.414,132.885,17,29.8,7.7,mwc,,1.27,"near the north coast of Papua, Indonesia",1
2009-01-15 17:49:39.070,46.857,155.154,36,15.6,7.4,mwc,,0.91,east of the Kuril Islands,1
2009-02-11 17:34:50.490,3.886,126.387,20,18.6,7.2,mwc,,1.14,"Kepulauan Talaud, Indonesia",1
2009-03-19 18:17:40.470,-23.043,-174.66,31,14,7.6,mwc,,1,Tonga region,1
2009-05-28 08:24:46.560,16.731,-86.217,19,27.2,7.3,mwc,,1.12,offshore Honduras,1
2009-07-01 09:30:10.410,34.164,25.471,19,20.5,6.4,mwc,,0.82,"Crete, Greece",1
2009-07-15 09:22:29.030,-45.762,166.562,12,16.8,7.8,mwc,,,off the west coast of the South Island of New Zealand,1
2009-08-10 19:55:38.730,14.099,92.902,24,18.2,7.5,mwc,,1.03,"Andaman Islands, India region",1
2009-08-16 07:38:21.700,-1.479,99.49,20,14.9,6.7,mwc,,1.07,"Kepulauan Mentawai region, Indonesia",1
2009-09-29 17:48:10.990,-15.489,-172.095,18,20.8,8.1,mwc,,1.01,Samoa Islands region,1
2009-09-30 10:16:09.250,-0.72,99.867,81,14,7.6,mwc,,0.92,"southern Sumatra, Indonesia",1
2009-10-07 22:03:14.470,-13.006,166.51,45,23.2,7.7,mww,,1.31,Vanuatu,1
2010-01-03 21:48:02.870,-8.726,157.487,10,16.6,6.6,mwc,,1.24,Solomon Islands,1
2010-01-03 22:36:25.640,-8.783,157.354,10,15,7.1,mwc,,1.09,Solomon Islands,1
2010-01-05 12:15:32.210,-9.019,157.551,15.4,15,6.8,mwc,,1.16,Solomon Islands,1
2010-02-27 06:34:11.530,-36.122,-72.898,22.9,17.8,8.8,mww,,1.09,"offshore Bio-Bio, Chile",1
2010-03-11 14:39:43.950,-34.29,-71.891,11,12.5,6.9,mwc,,0.85,"Libertador General Bernardo O'Higgins, Chile",1
2010-04-06 22:15:01.580,2.383,97.048,31,19.2,7.8,mwc,,1.19,"northern Sumatra, Indonesia",1
2010-06-12 19:26:50.460,7.881,91.936,35,18.6,7.5,mwc,,1.1,"Nicobar Islands, India region",1
2010-08-10 05:23:44.980,-17.541,168.069,25,20.2,7.3,mwc,,1.25,Vanuatu,1
2010-08-13 21:19:34.090,12.487,141.474,16,10.4,6.9,mwc,,1.35,Mariana Islands region,1
2010-10-25 14:42:22.460,-3.487,100.082,20.1,23,7.8,mwc,,1.17,"Kepulauan Mentawai region, Indonesia",1
2010-12-21 17:19:40.660,26.901,143.698,14,13,7.4,mwc,,0.99,"Bonin Islands, Japan region",1
2010-12-25 13:16:37.000,-19.702,167.947,16,12,7.3,mwc,,1.17,Vanuatu region,1
2011-01-09 10:03:43.990,-19.155,168.312,22,20.8,6.5,mww,,1.02,Vanuatu,1
2011-02-11 20:05:30.910,-36.422,-72.96,26,34.7,6.9,mww,,1.27,"offshore Bio-Bio, Chile",1
2011-03-11 05:46:24.120,38.297,142.373,29,9.5,9.1,mww,,1.16,"2011 Great Tohoku Earthquake, Japan",1
2011-04-07 14:32:43.290,38.276,141.588,42,17.7,7.1,mww,,0.94,"near the east coast of Honshu, Japan",1
2011-06-24 03:09:39.470,52.05,-171.836,52,15.3,7.3,mww,,1.05,"Fox Islands, Aleutian Islands, Alaska",1
2011-07-06 19:03:18.260,-29.539,-176.34,17,33.5,7.6,mww,,1.17,Kermadec Islands region,1
2011-07-10 00:57:10.800,38.034,143.264,23,12.4,7,mww,,1.04,"off the east coast of Honshu, Japan",1
2011-08-20 16:55:02.810,-18.365,168.143,32,18.4,7.2,mww,,1.26,Vanuatu,1
2011-08-20 18:19:23.550,-18.311,168.218,28,12.3,7.1,mww,,1.07,Vanuatu,1
2011-09-02 10:55:53.590,52.171,-171.708,32,19.5,6.9,mww,,1.41,"Fox Islands, Aleutian Islands, Alaska",1
2011-10-21 17:57:16.100,-28.993,-176.238,33,14.8,7.4,mww,,0.87,Kermadec Islands region,1
2012-02-02 13:34:40.650,-17.827,167.133,23,12,7.1,mww,,1.07,Vanuatu,1
2012-03-14 09:08:35.140,40.887,144.944,12,18.8,6.9,mww,,0.88,"off the east coast of Honshu, Japan",1
2012-03-20 18:02:47.440,16.493,-98.231,20,37.9,7.4,mww,,0.98,"Oaxaca, Mexico",1
2012-04-11 08:38:36.720,2.327,93.063,20,16.6,8.6,mw,,1.33,off the west coast of northern Sumatra,1
2012-04-11 10:43:10.850,0.802,92.463,25.1,14.9,8.2,mwc,,0.9,off the west coast of northern Sumatra,1
2012-08-27 04:37:19.430,12.139,-88.59,28,37,7.3,mww,,1.3,off the coast of El Salvador,1
2012-08-31 12:47:33.380,10.811,126.638,28,10.2,7.6,mww,,1.02,Philippine Islands region,1
2012-09-05 14:42:07.800,10.085,-85.315,35,34.3,7.6,mww,,1.2,Costa Rica,1
2012-10-28 03:04:08.820,52.788,-132.101,14,42.7,7.8,mww,,0.99,"Haida Gwaii, Canada",1
2012-11-07 16:35:46.930,13.988,-91.895,24,25.5,7.4,mww,,1.27,offshore Guatemala,1
2012-12-07 08:18:23.130,37.89,143.949,31,14.8,7.3,mww,,0.91,"off the east coast of Honshu, Japan",1
2013-01-05 08:58:14.957,55.228,-134.8591,8.7,,7.5,mw,,1.51,Southeastern Alaska,1
2013-02-06 01:12:25.830,-10.799,165.114,24,20.9,8,mww,,1.29,"76km W of Lata, Solomon Islands",1
2013-02-08 15:26:38.470,-10.928,166.018,21,16.5,7.1,mww,,0.92,"31km SE of Lata, Solomon Islands",1
2013-07-21 05:09:31.450,-41.704,174.337,17,20,6.5,mww,,0.85,"46km ESE of Blenheim, New Zealand",1
2013-08-16 02:31:05.750,-41.734,174.152,8.2,,6.5,mww,,1.19,"29km SE of Blenheim, New Zealand",1
2013-10-25 17:10:19.710,37.1557,144.6611,35,10,7.1,mww,3.968,1.01,"Off the east coast of Honshu, Japan",1
2013-11-17 09:04:55.530,-60.2738,-46.4011,10,23,7.7,mww,8.05,1.33,Scotia Sea,1
2014-03-16 21:16:29.600,-19.9807,-70.7022,20,44,6.7,mww,1.008,0.83,"64km WNW of Iquique, Chile",1
2014-04-01 23:46:47.260,-19.6097,-70.7691,25,23,8.2,mww,0.609,0.66,"94km NW of Iquique, Chile",1
2014-04-03 02:43:13.110,-20.5709,-70.4931,22.4,44,7.7,mww,1.029,0.82,"53km SW of Iquique, Chile",1
2014-04-12 20:14:39.300,-11.2701,162.1481,22.56,13,7.6,mww,2.828,0.71,"93km SSE of Kirakira, Solomon Islands",1
2014-04-13 12:36:19.230,-11.4633,162.0511,39,17,7.4,mww,2.885,1,"112km S of Kirakira, Solomon Islands",1
2014-04-18 14:27:24.920,17.397,-100.9723,24,46,7.2,mww,2.25,1.2,"33km ESE of Petatlan, Mexico",1
2014-04-19 13:28:00.810,-6.7547,155.0241,43.37,16,7.5,mww,3.82,1.25,"70km SW of Panguna, Papua New Guinea",1
2014-06-23 19:19:15.940,-29.9772,-177.7247,20,35,6.9,mww,0.751,0.99,"80km SSE of Raoul Island, New Zealand",1
2014-06-23 20:53:09.700,51.8486,178.7352,109,22,7.9,mww,0.133,0.71,"19km SE of Little Sitkin Island, Alaska",1
2014-07-11 19:22:00.820,37.0052,142.4525,20,9,6.5,mww,2.421,0.75,"139km E of Iwaki, Japan",1
2014-10-09 02:14:31.440,-32.1082,-110.8112,16.54,22,7,mww,5.127,0.43,Southern East Pacific Rise,1
2014-10-14 03:51:34.460,12.5262,-88.1225,40,18,7.3,mww,1.078,0.7,"74km S of Intipuca, El Salvador",1
2015-02-16 23:06:28.270,39.8558,142.8808,23,20,6.7,mww,1.925,0.94,"83km ENE of Miyako, Japan",1
2015-02-19 13:18:32.810,-16.4311,168.1483,10,33,6.4,mww,1.335,1.02,"85km ESE of Lakatoro, Vanuatu",1
2015-03-29 23:48:31.010,-4.7294,152.5623,41,19,7.5,mww,0.666,1.32,"53km SE of Kokopo, Papua New Guinea",1
2015-07-10 04:12:42.540,-9.307,158.403,12,11,6.7,mww,1.529,1.11,"155km SSW of Dadali, Solomon Islands",1
2015-07-18 02:27:33.820,-10.4012,165.1409,11,22,7,mww,5.205,1.09,"83km WNW of Lata, Solomon Islands",1
2015-07-27 04:49:46.400,52.376,-169.4458,29,39,6.9,mww,0.444,1.12,"73km SSW of Nikolski, Alaska",1
2015-09-16 22:54:32.860,-31.5729,-71.6744,22.44,19,8.3,mww,0.684,1.02,"48km W of Illapel, Chile",1
2015-11-11 01:54:38.570,-29.5067,-72.0068,12,32,6.9,mww,0.784,1.08,"81km NW of Coquimbo, Chile",1
2015-11-13 20:51:31.030,31.0009,128.8729,12,17,6.7,mww,1.444,1.25,"140km WSW of Makurazaki, Japan",1
2016-03-02 12:49:48.110,-4.9521,94.3299,24,20,7.8,mww,7.009,1.14,"Southwest of Sumatra, Indonesia",1
2016-04-16 23:58:36.980,0.3819,-79.9218,20.59,15,7.8,mww,1.44,0.94,"27km SSE of Muisne, Ecuador",1
2016-08-12 01:26:36.280,-22.4765,173.1167,16.37,14,7.2,mww,4.823,0.9,"110km E of Ile Hunter, New Caledonia",1
2016-09-01 16:37:57.300,-37.3586,179.1461,19,21,7,mww,0.698,0.88,"175km NE of Gisborne, New Zealand",1
2016-11-13 11:02:56.340,-42.7373,173.054,15.11,21,7.8,mww,0.481,0.56,"54km NNE of Amberley, New Zealand",1
2016-11-21 20:59:49.270,37.3931,141.387,9,10,6.9,mww,0.671,0.77,"35km ESE of Namie, Japan",1
2016-11-24 18:43:47.710,11.9097,-88.8968,10,20,6.9,mww,1.796,1.02,"156km SSW of Puerto El Triunfo, El Salvador",1
2016-12-08 17:38:46.280,-10.6812,161.3273,40,13,7.8,mww,1.836,0.88,"69km WSW of Kirakira, Solomon Islands",1
2016-12-09 19:10:06.840,-10.749,161.1316,19.73,26,6.9,mww,1.747,0.88,"92km WSW of Kirakira, Solomon Islands",1
2016-12-17 10:51:10.500,-4.5049,153.5216,94.54,13,7.9,mww,1.389,0.97,"54km E of Taron, Papua New Guinea",1
2016-12-25 14:22:27.010,-43.4064,-73.9413,38,29,7.6,mww,0.355,0.79,"41km SW of Puerto Quellon, Chile",1
2017-01-03 21:52:30.670,-19.3733,176.0518,12,13,6.9,mww,2.495,0.9,"226km SW of Nadi, Fiji",1
2017-01-22 04:30:22.960,-6.2464,155.1718,135,9,7.9,mww,3.625,1.22,"35km WNW of Panguna, Papua New Guinea",1
2017-04-24 21:38:30.820,-33.0375,-72.0617,28,39,6.9,mww,0.356,0.73,"40km W of Valparaiso, Chile",1
2017-04-28 20:23:17.260,5.5043,125.0658,26,14,6.9,mww,1.636,0.99,"31km SW of Burias, Philippines",1
2017-05-01 12:31:55.590,59.8209,-136.7114,10,28,6.2,mww,0.554,0.96,"88km WNW of Skagway, Alaska",1
2017-06-12 12:28:39.150,38.9296,26.365,12,55,6.3,mww,1.77,0.76,"5km S of Plomarion, Greece",1
2017-07-17 23:34:13.740,54.4434,168.857,10,13,7.7,mww,3.564,0.68,"202km ESE of Nikol'skoye, Russia",1
2017-09-08 04:49:19.180,15.0222,-93.8993,47.39,22,8.2,mww,0.944,1.22,"101km SSW of Tres Picos, Mexico",1
2017-11-01 02:23:57.670,-21.6484,168.8585,22,29,6.6,mww,0.788,1.39,"101km E of Tadine, New Caledonia",1
2017-11-19 22:43:29.250,-21.3246,168.6715,10,14,7,mww,0.617,0.65,"85km ENE of Tadine, New Caledonia",1
2018-01-10 02:51:33.290,17.4825,-83.52,19,12,7.5,mww,4.581,0.82,"44km E of Great Swan Island, Honduras",1
2018-01-14 09:18:45.540,-15.7675,-74.7092,39,23,7.1,mww,4.29,1.2,"38km SSW of Acari, Peru",1
2018-01-23 09:31:40.890,56.0039,-149.1658,14.06,30,7.9,mww,2.585,0.77,"280km SE of Kodiak, Alaska",1
2018-08-05 11:46:38.630,-8.2581,116.4375,34,15,6.9,mww,2.271,1.05,"0km SW of Loloan, Indonesia",1
2018-08-19 00:19:40.670,-18.1125,-178.153,600,13,8.2,mww,3.63,0.79,"286km NNE of Ndoi Island, Fiji",1
2018-08-29 03:51:56.100,-22.0295,170.1262,21.43,23,7.1,mww,2.548,0.98,"202km WNW of Ile Hunter, New Caledonia",1
2018-10-25 22:54:52.630,37.5203,20.5565,14,15,6.8,mww,2.268,0.82,"32km SW of Mouzaki, Greece",1
2018-12-05 04:18:08.420,-21.9496,169.4266,10,18,7.5,mww,2.405,0.74,"165km ESE of Tadine, New Caledonia",1
2019-06-14 00:19:12.401,-30.0557,-72.0819,11,30,6.4,mww,0.727,0.87,"72km W of Coquimbo, Chile",1
2019-06-15 22:55:04.130,-30.6441,-178.0995,46,11,7.3,mww,1.402,0.81,"116km NE of L'Esperance Rock, New Zealand",1
2019-06-18 13:22:19.010,38.6391,139.4769,12,33,6.4,mww,1.288,0.87,"31km WSW of Tsuruoka, Japan",1
